CSV,package,date,diff_commits,same_lines,right_files,added_lines,different_files,different_lines,same_files,removed_lines,common_files,common_lines,right_lines,left_files,normal_effort,diff_files,equal_lines,left_lines
CSV,git:1:1.8.3~rc3-1,20130520T034513Z,11002,112669,406,159708,1437,200569,1256,85736,1256,517423,138758,95,3319,1187,404754,16936
CSV,git:1:2.0.0~rc0-2,20140423T222803Z,8188,155109,302,145712,1301,164263,1509,84740,1509,590302,89692,63,2410,1119,435193,8383
CSV,bash:2.0-3,20090802T004153Z,115,1486,652,171477,699,218184,26,60445,26,79731,189968,99,44,324,78245,14479
CSV,bluez:4.94-2,20110617T091028Z,15043,2347,154,35075,258,73804,21,14377,21,55881,70997,100,4628,131,53534,27159
CSV,bluez:5.17-1~exp0,20140416T053134Z,5145,24011,192,73528,581,90041,207,17247,207,298827,78034,17,1759,477,274816,11274
CSV,docker-compose:1.3.1-1,20150704T212758Z,1744,303,100,8379,130,10427,30,3456,30,5092,6055,22,842,69,4789,2964
CSV,git:1:1.7.9~rc1-1,20120116T212847Z,16834,60822,583,142827,1589,246491,940,78148,940,401154,258945,104,5138,1246,340332,13063
CSV,git:1:1.8.2~rc1-1,20130303T033641Z,12238,100326,421,169489,1479,207054,1204,87635,1204,505474,140376,97,3681,1220,405148,16608
CSV,git:1:2.0.0~rc4-1,20140521T222743Z,7723,157410,300,142485,1277,159383,1532,80328,1532,593565,89656,58,2263,1098,436155,6298
CSV,git:1:2.0.1+next.20140627-1,20140701T043532Z,7495,164823,287,136685,1234,154246,1580,78496,1580,602026,86995,55,2195,1063,437203,6317
CSV,git:1:2.1.0-1,20140816T041419Z,6972,167800,262,133664,1214,150715,1613,77038,1613,607674,84368,56,2054,1055,439874,6360
CSV,git:1:1.7.8.3-1,20120109T152825Z,16842,57150,631,143233,1647,249455,852,78188,852,392653,263977,116,5142,1274,335503,13512
CSV,openssl:1.0.1e-2,20130319T033933Z,7097,1391,510,253562,1810,411287,73,246301,73,169597,137593,721,3203,1195,168206,185118
CSV,openssl:1.0.1g-4,20140513T052434Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.1k-3+deb8u2,20151204T074052Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.2g-1,20160301T213308Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,openssl:1.0.2~beta1-1,20140225T041152Z,6199,4149,445,244069,1826,400695,160,259918,160,209653,109039,729,2765,1239,205504,188364
CSV,openssl:1.1.0~pre5-5,20160702T163450Z,759,332312,2071,21484,2348,62050,3093,12293,3093,676692,67268,1291,331,667,344380,23055
CSV,bluez:4.101-4,20131214T095105Z,13766,4878,214,50876,319,104389,28,15211,28,64916,113285,110,4146,157,60038,29407
CSV,bluez:4.42-2,20090701T170942Z,17268,1594,210,28569,221,75472,13,10556,13,34717,95561,77,5553,78,33123,16259
CSV,bluez:4.94-3,20110724T152641Z,15043,2347,154,35075,258,73804,21,14377,21,55881,70997,100,4628,131,53534,27159
CSV,git:1:1.8.3~rc1-1,20130505T005130Z,11039,111962,409,160701,1440,200862,1252,85221,1252,516214,138974,95,3329,1188,404252,16829
CSV,git:1:2.1.0+next.20140815-1,20140816T041419Z,6972,167800,262,133664,1214,150715,1613,77038,1613,607674,84368,56,2054,1055,439874,6360
CSV,openssl:1.0.1e-3,20130522T093952Z,7097,1391,510,253562,1810,411287,73,246301,73,169597,137593,721,3203,1195,168206,185118
CSV,openssl:1.0.1k-3+deb8u3,20160301T143410Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.1.0~pre5-4,20160626T165803Z,814,308418,2072,27726,2398,68316,3041,18621,3041,670404,67314,1289,366,718,361986,22971
CSV,acl:2.2.37-1,20060505T000000Z,157,646,45,2816,160,5285,9,2266,9,10715,2966,36,101,120,10069,2523
CSV,bash:1.14.7-2,20090802T004153Z,116,871,705,119730,616,155941,17,39539,17,34374,124098,113,45,207,33503,28516
CSV,bash:3.1-5,20060706T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.1-3+hurd.1,20110301T101121Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.42-1,20090624T220751Z,17268,1594,210,28569,221,75472,13,10556,13,34717,95561,77,5553,78,33123,16259
CSV,bluez:5.20-1~exp0,20140708T042840Z,4191,26200,151,62410,591,81230,221,17604,221,321889,66469,22,1454,505,295689,15978
CSV,git:1:1.8.5~rc0-1,20131031T035445Z,9281,138409,347,149196,1375,182499,1379,83851,1379,559383,115278,84,2774,1160,420974,16673
CSV,git:1:2.0.0~rc2-1,20140507T061029Z,7882,157185,302,144015,1283,162815,1527,83540,1527,591999,89692,63,2313,1101,434814,8383
CSV,git:1:2.0~next.20140113-1,20140117T102821Z,8676,146999,333,142445,1331,177536,1426,82110,1426,567532,113880,75,2579,1127,420533,16638
CSV,openssl:1.0.1e-2+deb7u20,20160301T143410Z,7097,1391,510,253562,1810,411287,73,246301,73,169597,137593,721,3203,1195,168206,185118
CSV,openssl:1.0.2a-1,20150501T042823Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.29-1,20050312T000000Z,184,646,47,2524,159,5390,9,2005,9,10589,3384,35,120,118,9943,2867
CSV,bash:3.1-4,20060324T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2+dfsg-0.1,20130101T091755Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.94-1,20110609T090749Z,15043,2347,154,35075,258,73804,21,14377,21,55881,70997,100,4628,131,53534,27159
CSV,git:1:1.7.4.4-1,20110415T213502Z,19413,45963,707,161781,1644,191319,714,84885,714,351317,124612,108,5928,1237,305354,11360
CSV,git:1:1.7.6-1,20110704T151801Z,18196,52339,681,151437,1641,258218,793,80373,793,371479,273596,109,5565,1246,319140,11031
CSV,git:1:2.6.0-1,20150930T040107Z,3427,229110,144,91956,965,95054,1920,59043,1920,699789,34435,52,969,867,470679,4675
CSV,openssl:1.0.2g-2,20160422T161103Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,openssl:1.0.2i-1~bpo8+1,20160922T230220Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,openssl:1.0.1e-1,20130211T215500Z,7097,1391,510,253562,1810,411287,73,246301,73,169597,137593,721,3203,1195,168206,185118
CSV,openssl:1.0.1e-2+deb7u21,20160503T194108Z,7097,1391,510,253562,1810,411287,73,246301,73,169597,137593,721,3203,1195,168206,185118
CSV,openssl:1.0.1k-3+deb8u1,20150613T142522Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.1t-1+deb7u1,20160925T103229Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,acl:2.2.47-2,20080424T000000Z,134,646,40,3624,162,5313,9,3072,9,11244,1629,35,81,125,10598,2301
CSV,bash:3.1-3,20060305T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.3~rc2-1,20140205T221404Z,47,90276,87,148498,546,141678,639,105563,639,583317,29294,2,16,502,493041,1
CSV,bash:4.4-1,20160917T161947Z,0,761109,0,0,0,0,1228,0,1228,761109,0,0,1,0,0,0
